InternetGatewayDevice.DeviceInfo.AccessType                                                                                NULL                                     NULL                      Gpon                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.X_HW_Priority                                          NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.X_HW_RtpLoop                                           NULL                                     NULL                      Disable                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.X_HW_ServiceState                                      NULL                                     NULL                      endLocal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.X_HW_UAProfileStatus.cw-service                        NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.X_HW_UAProfileStatus.dial-tone-pattern                 NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.X_HW_UAProfileStatus.hold-service                      NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.X_HW_UAProfileStatus.mcid-service                      NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.X_HW_UAProfileStatus.no-dialing-behaviour              NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.X_HW_UAProfileStatus.three-party-service               NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallState                                              NULL                                     NULL                      Idle                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.CallForwardOnBusyEnable                NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.CallForwardOnBusyNumber                NULL                                     NULL                      ""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.CallForwardOnNoAnswerEnable            NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.CallForwardOnNoAnswerNumber            NULL                                     NULL                      ""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.CallForwardOnNoAnswerRingCount         NULL                                     NULL                      10                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.CallForwardUnconditionalEnable         NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.CallForwardUnconditionalNumber         NULL                                     NULL                      ""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.CallTransferEnable                     NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.CallWaitingEnable                      NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.CallerIDEnable                         NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.CallerIDName                           NULL                                     NULL                      ""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.CallerIDNameEnable                     NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.DoNotDisturbEnable                     NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.MWIEnable                              NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_HW_3WayEnable                        NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_HW_CallHoldEnable                    NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_HW_CancelCallWaitingDuringCallEnable NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_HW_CentrexDialSecondaryEnable        NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_HW_CentrexPrefix                     NULL                                     NULL                      ""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_HW_ConferenceEnable                  NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_HW_ConferenceFactoryUri              NULL                                     NULL                      ""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_HW_DNDStatus                         NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_HW_DigitsSendingMethod               NULL                                     NULL                      OverlapInDialogue                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_HW_HotlineEnable                     NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_HW_HotlineMode                       NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_HW_HotlineNumber                     NULL                                     NULL                      ""                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_HW_HotlineTimer                      NULL                                     NULL                      5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_HW_MCIDEnable                        NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_HW_MWIMode                           NULL                                     NULL                      Deferred                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.1.Codec                                     NULL                                     NULL                      G.711MuLaw                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.1.Codecs                                    NULL                                     NULL                      G.711MuLaw                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.1.Enable                                    NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.1.EntryID                                   NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.1.PacketizationPeriod                       NULL                                     NULL                      20                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.1.Priority                                  NULL                                     NULL                      2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.2.Codec                                     NULL                                     NULL                      G.711ALaw                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.2.Codecs                                    NULL                                     NULL                      G.711ALaw                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.2.Enable                                    NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.2.EntryID                                   NULL                                     NULL                      2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.2.PacketizationPeriod                       NULL                                     NULL                      20                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.2.Priority                                  NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.3.Codec                                     NULL                                     NULL                      G.729                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.3.Codecs                                    NULL                                     NULL                      G.729                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.3.Enable                                    NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.3.EntryID                                   NULL                                     NULL                      3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.3.PacketizationPeriod                       NULL                                     NULL                      20                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.3.Priority                                  NULL                                     NULL                      3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.4.Codec                                     NULL                                     NULL                      G.722                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.4.Codecs                                    NULL                                     NULL                      G.722                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.4.Enable                                    NULL                                     NULL                      1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.4.EntryID                                   NULL                                     NULL                      4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.4.PacketizationPeriod                       NULL                                     NULL                      20                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.4.Priority                                  NULL                                     NULL                      4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.ReceiveBitRate                                   NULL                                     NULL                      0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
